ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31495705,0.3899579,0.4040707,0.49501094,0.44023192,0.5265539
HOM*,0.40125698,0.47783017,0.4980723,0.5855783,0.5345815,0.60534143
M,0.28247774,0.34290984,0.35643435,0.42504805,0.38704836,0.45101753
P,0.30157167,0.36937886,0.38111016,0.45622107,0.413184,0.48239827
