ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2791036,0.28790024,0.33870643,0.3260642,0.36132815,0.3375498
HOM*,0.32155043,0.34574565,0.3965302,0.38273406,0.4256169,0.38690466
M,0.20295897,0.21252616,0.24430439,0.24454577,0.261201,0.25692618
P,0.24049106,0.24881151,0.28977692,0.2816893,0.30889025,0.29248893
