ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3163259,0.39184508,0.40665728,0.4980331,0.44313073,0.5298177
HYP*,0.2525645,0.35184768,0.4011446,0.5416919,0.46194515,0.5980119
M,0.28362715,0.3441578,0.35828254,0.4283166,0.38936797,0.45496887
P,0.30233127,0.37107295,0.3825608,0.45892528,0.4148815,0.4856044
