ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2786348,0.28789982,0.3384008,0.32596052,0.36115798,0.33805746
HOM*,0.33901322,0.37536928,0.42990655,0.42194554,0.4603396,0.43239644
M,0.20861317,0.22105443,0.25309852,0.25515062,0.2709802,0.2668703
P,0.24043968,0.24916326,0.28989577,0.28246424,0.30905905,0.29323724
