ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27856603,0.2880452,0.33799252,0.32577392,0.36066687,0.33698675
HYP*,0.27321213,0.3280192,0.3695436,0.37975556,0.4027566,0.39457306
M,0.20833294,0.22006692,0.2525644,0.25318956,0.27039444,0.26520082
P,0.24007672,0.24851659,0.28931803,0.2816941,0.30840003,0.292399
