ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2774625,0.28592917,0.3366214,0.32378182,0.35923827,0.33564126
HOM*,0.35379535,0.36856505,0.4328483,0.41926584,0.4628715,0.42976862
M,0.20898347,0.22187614,0.25289258,0.25452244,0.27065542,0.26596054
P,0.23837677,0.24722272,0.28689393,0.27919728,0.30579734,0.29008496
