word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_1_HYP,0.38466913
pirate,P,word2vec_tiny_1_HYP,0.43814278
gasoline,M,word2vec_tiny_1_HYP,0.3652295
gopher,P,word2vec_tiny_1_HYP,0.3471996
substance,P,word2vec_tiny_1_HYP,0.3314312
strap,P,word2vec_tiny_1_HYP,0.44636425
pitch,H,word2vec_tiny_1_HYP,0.47640976
countdown,P,word2vec_tiny_1_HYP,0.29636553
pink,H,word2vec_tiny_1_HYP,0.453232
perky,M,word2vec_tiny_1_HYP,0.39720345
fearless,M,word2vec_tiny_1_HYP,0.34924468
lotion,P,word2vec_tiny_1_HYP,0.45929188
annoy,P,word2vec_tiny_1_HYP,0.38399395
hoop,P,word2vec_tiny_1_HYP,0.44471374
doorman,M,word2vec_tiny_1_HYP,0.2826131
cookie,P,word2vec_tiny_1_HYP,0.379128
romantic,P,word2vec_tiny_1_HYP,0.2642076
square,P,word2vec_tiny_1_HYP,0.47809532
vibration,P,word2vec_tiny_1_HYP,0.33035156
spacious,P,word2vec_tiny_1_HYP,0.37276757
toilet,P,word2vec_tiny_1_HYP,0.47060275
accompany,P,word2vec_tiny_1_HYP,0.298517
wildlife,M,word2vec_tiny_1_HYP,0.36098072
speech,P,word2vec_tiny_1_HYP,0.38625702
household,P,word2vec_tiny_1_HYP,0.2941518
lend,P,word2vec_tiny_1_HYP,0.52524275
attack,P,word2vec_tiny_1_HYP,0.451472
cone,P,word2vec_tiny_1_HYP,0.4496256
rope,P,word2vec_tiny_1_HYP,0.43485844
agreement,P,word2vec_tiny_1_HYP,0.45654973
unable,M,word2vec_tiny_1_HYP,0.4157212
rainy,M,word2vec_tiny_1_HYP,0.50313234
gracious,P,word2vec_tiny_1_HYP,0.27501902
hind,H,word2vec_tiny_1_HYP,0.4630903
park,P,word2vec_tiny_1_HYP,0.5249609
detector,P,word2vec_tiny_1_HYP,0.35491136
distance,P,word2vec_tiny_1_HYP,0.45337278
eager,M,word2vec_tiny_1_HYP,0.54402304
drum,P,word2vec_tiny_1_HYP,0.39933318
accident,P,word2vec_tiny_1_HYP,0.56964594
