ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2788009,0.28720975,0.3385338,0.32581747,0.36119205,0.33795604
HOM*,0.32191592,0.34676263,0.40066078,0.3998579,0.4304469,0.40799564
M,0.19905815,0.20901965,0.23881668,0.24079418,0.25521168,0.25277442
P,0.24069908,0.24964671,0.2900757,0.28251275,0.30923516,0.29343796
