ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27810606,0.28514844,0.3368688,0.32342413,0.35932115,0.33614913
HYP*,0.27034506,0.31273478,0.35425818,0.37134692,0.3883437,0.3848791
M,0.20773287,0.21945752,0.25085443,0.25218534,0.2682355,0.26377806
P,0.23992412,0.24844499,0.288896,0.28136137,0.30792534,0.2920223
