ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3174623,0.39355254,0.40793905,0.4997501,0.4445806,0.531961
HYP*,0.3018766,0.40368676,0.42546487,0.5606083,0.4782948,0.6052977
M,0.27974272,0.33626136,0.34494343,0.405626,0.37192595,0.4281651
P,0.30332044,0.37268412,0.38368893,0.46067503,0.41606164,0.4872184
