ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27853066,0.2873344,0.33831683,0.32595,0.36105746,0.33757624
HYP*,0.27631736,0.316033,0.3585798,0.36943734,0.39000788,0.38200158
M,0.20367892,0.21239123,0.24413115,0.24432409,0.2606413,0.256126
P,0.24034983,0.24959219,0.28971103,0.28238544,0.30885953,0.29319724
