word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_40_HOM,0.2597104
aristocrat,P,word2vec_recipe_40_HOM,0.17417051
novelty,P,word2vec_recipe_40_HOM,0.1894188
pirate,P,word2vec_recipe_40_HOM,0.244362
gasoline,M,word2vec_recipe_40_HOM,0.1524623
fringe,P,word2vec_recipe_40_HOM,0.22338545
corral,P,word2vec_recipe_40_HOM,0.34074157
gopher,P,word2vec_recipe_40_HOM,0.24449614
substance,P,word2vec_recipe_40_HOM,0.35131
flannel,P,word2vec_recipe_40_HOM,0.38288322
strap,P,word2vec_recipe_40_HOM,0.30139217
courtesy,P,word2vec_recipe_40_HOM,0.33965886
pitch,H,word2vec_recipe_40_HOM,0.41318032
countdown,P,word2vec_recipe_40_HOM,0.30873042
fiend,P,word2vec_recipe_40_HOM,0.17935015
generic,P,word2vec_recipe_40_HOM,0.27947742
marijuana,M,word2vec_recipe_40_HOM,0.3036753
pink,H,word2vec_recipe_40_HOM,0.47999728
perky,M,word2vec_recipe_40_HOM,0.34889758
society,P,word2vec_recipe_40_HOM,0.18468003
fearless,M,word2vec_recipe_40_HOM,0.21631259
lotion,P,word2vec_recipe_40_HOM,0.3195686
hoop,P,word2vec_recipe_40_HOM,0.30621648
cookie,P,word2vec_recipe_40_HOM,0.3728228
etiquette,M,word2vec_recipe_40_HOM,0.1386784
romantic,P,word2vec_recipe_40_HOM,0.26324844
square,P,word2vec_recipe_40_HOM,0.32100597
vibration,P,word2vec_recipe_40_HOM,0.16336837
isolate,P,word2vec_recipe_40_HOM,0.3026224
spacious,P,word2vec_recipe_40_HOM,0.25078598
toilet,P,word2vec_recipe_40_HOM,0.25175062
southwest,P,word2vec_recipe_40_HOM,0.31222618
corpse,M,word2vec_recipe_40_HOM,0.19258492
publisher,P,word2vec_recipe_40_HOM,0.16358545
accompany,P,word2vec_recipe_40_HOM,0.38314414
wildlife,M,word2vec_recipe_40_HOM,0.18298288
louse,P,word2vec_recipe_40_HOM,0.15863399
household,P,word2vec_recipe_40_HOM,0.26095322
lend,P,word2vec_recipe_40_HOM,0.2879675
despise,M,word2vec_recipe_40_HOM,0.098702155
attack,P,word2vec_recipe_40_HOM,0.32082337
cone,P,word2vec_recipe_40_HOM,0.32738817
rope,P,word2vec_recipe_40_HOM,0.32835603
agreement,P,word2vec_recipe_40_HOM,0.33426416
unable,M,word2vec_recipe_40_HOM,0.311213
rainy,M,word2vec_recipe_40_HOM,0.3592865
gracious,P,word2vec_recipe_40_HOM,0.20277861
hind,H,word2vec_recipe_40_HOM,0.2724459
park,P,word2vec_recipe_40_HOM,0.328117
detector,P,word2vec_recipe_40_HOM,0.19199155
armpit,M,word2vec_recipe_40_HOM,0.21351057
distance,P,word2vec_recipe_40_HOM,0.426069
eager,M,word2vec_recipe_40_HOM,0.12398951
drum,P,word2vec_recipe_40_HOM,0.42087278
accident,P,word2vec_recipe_40_HOM,0.20844758
moon,P,word2vec_recipe_40_HOM,0.40595254
pansy,P,word2vec_recipe_40_HOM,0.2878495
reality,P,word2vec_recipe_40_HOM,0.12862445
equal,P,word2vec_recipe_40_HOM,0.41745377
regain,P,word2vec_recipe_40_HOM,0.26964253
dominion,P,word2vec_recipe_40_HOM,0.18284063
