ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27844545,0.28722122,0.33813566,0.325706,0.36080718,0.33814976
HOM*,0.30630198,0.34651843,0.39639428,0.39997667,0.42747417,0.4077109
M,0.20772682,0.22157341,0.25203928,0.25389177,0.26996574,0.2663626
P,0.24034107,0.24920587,0.28968206,0.28230157,0.30879077,0.29297397
