word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_30_HOM,0.253168
aristocrat,P,word2vec_recipe_30_HOM,0.19902445
novelty,P,word2vec_recipe_30_HOM,0.19363694
pirate,P,word2vec_recipe_30_HOM,0.23625869
gasoline,M,word2vec_recipe_30_HOM,0.15290384
fringe,P,word2vec_recipe_30_HOM,0.22784422
corral,P,word2vec_recipe_30_HOM,0.3503802
gopher,P,word2vec_recipe_30_HOM,0.246803
substance,P,word2vec_recipe_30_HOM,0.35772625
flannel,P,word2vec_recipe_30_HOM,0.38404557
strap,P,word2vec_recipe_30_HOM,0.30175295
courtesy,P,word2vec_recipe_30_HOM,0.33884618
pitch,H,word2vec_recipe_30_HOM,0.38896897
countdown,P,word2vec_recipe_30_HOM,0.32566658
fiend,P,word2vec_recipe_30_HOM,0.18339062
generic,P,word2vec_recipe_30_HOM,0.28045422
marijuana,M,word2vec_recipe_30_HOM,0.30149463
pink,H,word2vec_recipe_30_HOM,0.49432254
perky,M,word2vec_recipe_30_HOM,0.33389893
society,P,word2vec_recipe_30_HOM,0.20080538
fearless,M,word2vec_recipe_30_HOM,0.21511264
lotion,P,word2vec_recipe_30_HOM,0.30499148
hoop,P,word2vec_recipe_30_HOM,0.31848034
cookie,P,word2vec_recipe_30_HOM,0.36765602
etiquette,M,word2vec_recipe_30_HOM,0.12634555
romantic,P,word2vec_recipe_30_HOM,0.2579489
square,P,word2vec_recipe_30_HOM,0.3252167
vibration,P,word2vec_recipe_30_HOM,0.15682478
isolate,P,word2vec_recipe_30_HOM,0.26281086
spacious,P,word2vec_recipe_30_HOM,0.27341485
toilet,P,word2vec_recipe_30_HOM,0.24691696
southwest,P,word2vec_recipe_30_HOM,0.3015998
corpse,M,word2vec_recipe_30_HOM,0.19272314
publisher,P,word2vec_recipe_30_HOM,0.16462013
accompany,P,word2vec_recipe_30_HOM,0.38848445
wildlife,M,word2vec_recipe_30_HOM,0.18020396
louse,P,word2vec_recipe_30_HOM,0.14463754
household,P,word2vec_recipe_30_HOM,0.26854423
lend,P,word2vec_recipe_30_HOM,0.2879597
despise,M,word2vec_recipe_30_HOM,0.10695841
attack,P,word2vec_recipe_30_HOM,0.3294612
cone,P,word2vec_recipe_30_HOM,0.33860984
rope,P,word2vec_recipe_30_HOM,0.32503605
agreement,P,word2vec_recipe_30_HOM,0.32472026
unable,M,word2vec_recipe_30_HOM,0.31773987
rainy,M,word2vec_recipe_30_HOM,0.33458018
gracious,P,word2vec_recipe_30_HOM,0.19454166
hind,H,word2vec_recipe_30_HOM,0.26172435
park,P,word2vec_recipe_30_HOM,0.3307798
