ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31735143,0.39486927,0.4078637,0.5014519,0.44478303,0.53488207
HYP*,0.22513238,0.3561854,0.36426806,0.5367265,0.42913783,0.5955629
M,0.28458342,0.34659964,0.35965008,0.43046173,0.39065424,0.45735198
P,0.30385348,0.37318337,0.38441584,0.46194565,0.4169164,0.4888968
