ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27841243,0.28703097,0.3379778,0.32669452,0.36067563,0.33853573
HYP*,0.24998274,0.33189666,0.32248452,0.37542498,0.35306957,0.37573692
M,0.20882602,0.2205232,0.2529204,0.25336492,0.27077043,0.2652211
P,0.24069947,0.24967113,0.28998625,0.28219327,0.30911252,0.29301918
