ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2795975,0.28808185,0.3390506,0.32586187,0.3616995,0.33745435
HYP*,0.2763302,0.31987578,0.35340762,0.36392063,0.38270015,0.37415436
M,0.19667661,0.20356753,0.23333223,0.23355868,0.24861918,0.24517529
P,0.24011952,0.2490657,0.28929764,0.2815799,0.30836433,0.2921018
