ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27678603,0.2837217,0.33573982,0.3216371,0.35823792,0.33364534
HOM*,0.3589422,0.37365636,0.43784714,0.4240156,0.4668279,0.4347432
M,0.2079323,0.21909906,0.25151443,0.25245103,0.26920152,0.26430178
P,0.23820916,0.24588273,0.28661588,0.2782754,0.3054312,0.28885126
