ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31671697,0.39225557,0.40585926,0.49701577,0.44210616,0.52917874
HOM*,0.40335694,0.47809693,0.49991977,0.58075315,0.53588533,0.59884864
M,0.28286982,0.34250513,0.3566378,0.42578366,0.38722748,0.45167595
P,0.3015397,0.36977014,0.38094968,0.4564778,0.41304722,0.48294652
