word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_20_HYP,0.36043966
pirate,P,word2vec_tiny_20_HYP,0.44166446
gasoline,M,word2vec_tiny_20_HYP,0.37897655
gopher,P,word2vec_tiny_20_HYP,0.3291215
substance,P,word2vec_tiny_20_HYP,0.3309268
strap,P,word2vec_tiny_20_HYP,0.4480534
pitch,H,word2vec_tiny_20_HYP,0.47831523
countdown,P,word2vec_tiny_20_HYP,0.322381
pink,H,word2vec_tiny_20_HYP,0.45375934
perky,M,word2vec_tiny_20_HYP,0.3958643
fearless,M,word2vec_tiny_20_HYP,0.35080776
lotion,P,word2vec_tiny_20_HYP,0.45874164
annoy,P,word2vec_tiny_20_HYP,0.37671196
hoop,P,word2vec_tiny_20_HYP,0.4450942
doorman,M,word2vec_tiny_20_HYP,0.27725673
cookie,P,word2vec_tiny_20_HYP,0.38275266
romantic,P,word2vec_tiny_20_HYP,0.25278926
square,P,word2vec_tiny_20_HYP,0.4737345
vibration,P,word2vec_tiny_20_HYP,0.3131136
spacious,P,word2vec_tiny_20_HYP,0.3578751
toilet,P,word2vec_tiny_20_HYP,0.46787116
accompany,P,word2vec_tiny_20_HYP,0.30551186
wildlife,M,word2vec_tiny_20_HYP,0.35929546
speech,P,word2vec_tiny_20_HYP,0.36053246
household,P,word2vec_tiny_20_HYP,0.2652342
lend,P,word2vec_tiny_20_HYP,0.52505803
attack,P,word2vec_tiny_20_HYP,0.4477626
cone,P,word2vec_tiny_20_HYP,0.44773522
rope,P,word2vec_tiny_20_HYP,0.4327403
agreement,P,word2vec_tiny_20_HYP,0.44830993
unable,M,word2vec_tiny_20_HYP,0.41145077
rainy,M,word2vec_tiny_20_HYP,0.5030171
gracious,P,word2vec_tiny_20_HYP,0.26028773
hind,H,word2vec_tiny_20_HYP,0.46499884
park,P,word2vec_tiny_20_HYP,0.5260452
detector,P,word2vec_tiny_20_HYP,0.35974818
distance,P,word2vec_tiny_20_HYP,0.4408762
eager,M,word2vec_tiny_20_HYP,0.54690504
drum,P,word2vec_tiny_20_HYP,0.40106952
accident,P,word2vec_tiny_20_HYP,0.56845456
moon,P,word2vec_tiny_20_HYP,0.4336795
restless,P,word2vec_tiny_20_HYP,0.46083614
reality,P,word2vec_tiny_20_HYP,0.36194557
equal,P,word2vec_tiny_20_HYP,0.43631592
buoy,P,word2vec_tiny_20_HYP,0.3523857
regain,P,word2vec_tiny_20_HYP,0.30308968
pudding,P,word2vec_tiny_20_HYP,0.27403602
wing,P,word2vec_tiny_20_HYP,0.4999417
greedy,P,word2vec_tiny_20_HYP,0.47970444
hoof,P,word2vec_tiny_20_HYP,0.46221706
poorly,P,word2vec_tiny_20_HYP,0.39069206
mink,P,word2vec_tiny_20_HYP,0.33668458
plumber,P,word2vec_tiny_20_HYP,0.4614965
toaster,H,word2vec_tiny_20_HYP,0.45386884
disposal,P,word2vec_tiny_20_HYP,0.22926603
pounce,P,word2vec_tiny_20_HYP,0.5171322
pleasant,P,word2vec_tiny_20_HYP,0.4075499
janitor,M,word2vec_tiny_20_HYP,0.39144543
selfish,P,word2vec_tiny_20_HYP,0.46472532
cloak,P,word2vec_tiny_20_HYP,0.43637517
honor,P,word2vec_tiny_20_HYP,0.34092933
continue,P,word2vec_tiny_20_HYP,0.49670804
fright,P,word2vec_tiny_20_HYP,0.3188596
panic,P,word2vec_tiny_20_HYP,0.52567476
joker,P,word2vec_tiny_20_HYP,0.40642264
bug,P,word2vec_tiny_20_HYP,0.41931653
plaster,P,word2vec_tiny_20_HYP,0.35316986
poise,P,word2vec_tiny_20_HYP,0.24394585
territory,P,word2vec_tiny_20_HYP,0.3860144
infection,P,word2vec_tiny_20_HYP,0.39383012
selective,P,word2vec_tiny_20_HYP,0.14869776
heater,P,word2vec_tiny_20_HYP,0.48601905
tailor,P,word2vec_tiny_20_HYP,0.40498596
confront,P,word2vec_tiny_20_HYP,0.32401457
folder,P,word2vec_tiny_20_HYP,0.38848218
various,P,word2vec_tiny_20_HYP,0.39395463
green,P,word2vec_tiny_20_HYP,0.49158704
sweaty,P,word2vec_tiny_20_HYP,0.528413
drip,P,word2vec_tiny_20_HYP,0.4485355
horseback,P,word2vec_tiny_20_HYP,0.362883
angle,H,word2vec_tiny_20_HYP,0.40807027
burp,P,word2vec_tiny_20_HYP,0.38935697
crook,P,word2vec_tiny_20_HYP,0.31866306
rosary,P,word2vec_tiny_20_HYP,0.24414204
newborn,P,word2vec_tiny_20_HYP,0.3014752
grenade,P,word2vec_tiny_20_HYP,0.38522553
frisky,M,word2vec_tiny_20_HYP,0.34071454
goose,P,word2vec_tiny_20_HYP,0.39183444
lag,P,word2vec_tiny_20_HYP,0.22398402
anger,P,word2vec_tiny_20_HYP,0.37958497
burner,P,word2vec_tiny_20_HYP,0.3277844
terrain,M,word2vec_tiny_20_HYP,0.3579861
mercy,P,word2vec_tiny_20_HYP,0.41827765
shrimp,P,word2vec_tiny_20_HYP,0.34185725
ski,P,word2vec_tiny_20_HYP,0.40906158
stack,P,word2vec_tiny_20_HYP,0.47545388
definition,P,word2vec_tiny_20_HYP,0.33414844
elephant,M,word2vec_tiny_20_HYP,0.37315577
injury,P,word2vec_tiny_20_HYP,0.29911357
computer,P,word2vec_tiny_20_HYP,0.41312754
misty,P,word2vec_tiny_20_HYP,0.4371738
electrical,M,word2vec_tiny_20_HYP,0.28582343
birthday,M,word2vec_tiny_20_HYP,0.49572757
haunt,P,word2vec_tiny_20_HYP,0.29801646
pavement,P,word2vec_tiny_20_HYP,0.46600455
airfield,M,word2vec_tiny_20_HYP,0.32479167
unsure,P,word2vec_tiny_20_HYP,0.45188224
monkey,P,word2vec_tiny_20_HYP,0.4028347
brisk,P,word2vec_tiny_20_HYP,0.25624073
clumsy,P,word2vec_tiny_20_HYP,0.4909577
beard,P,word2vec_tiny_20_HYP,0.5260377
hateful,P,word2vec_tiny_20_HYP,0.21338142
profound,P,word2vec_tiny_20_HYP,0.20282225
frightful,P,word2vec_tiny_20_HYP,0.2468042
outsider,P,word2vec_tiny_20_HYP,0.2263901
sweat,P,word2vec_tiny_20_HYP,0.44407418
stability,M,word2vec_tiny_20_HYP,0.30528715
strong,P,word2vec_tiny_20_HYP,0.5245277
singer,P,word2vec_tiny_20_HYP,0.42944157
platter,P,word2vec_tiny_20_HYP,0.3037446
horn,P,word2vec_tiny_20_HYP,0.45313248
sting,P,word2vec_tiny_20_HYP,0.43288085
health,P,word2vec_tiny_20_HYP,0.4076029
dazzle,P,word2vec_tiny_20_HYP,0.36680833
headache,P,word2vec_tiny_20_HYP,0.47078907
infant,P,word2vec_tiny_20_HYP,0.5292313
maker,P,word2vec_tiny_20_HYP,0.48324654
limit,P,word2vec_tiny_20_HYP,0.42154554
yard,H,word2vec_tiny_20_HYP,0.5327004
expense,P,word2vec_tiny_20_HYP,0.25903553
snug,P,word2vec_tiny_20_HYP,0.44709966
branch,P,word2vec_tiny_20_HYP,0.4660331
button,P,word2vec_tiny_20_HYP,0.458221
hesitate,P,word2vec_tiny_20_HYP,0.39522702
jackpot,P,word2vec_tiny_20_HYP,0.2395418
reach,P,word2vec_tiny_20_HYP,0.5427142
virus,P,word2vec_tiny_20_HYP,0.39337054
workers,P,word2vec_tiny_20_HYP,0.4463726
block,P,word2vec_tiny_20_HYP,0.49520338
cradle,P,word2vec_tiny_20_HYP,0.37675112
peppermint,P,word2vec_tiny_20_HYP,0.27982005
punk,P,word2vec_tiny_20_HYP,0.2468601
solid,P,word2vec_tiny_20_HYP,0.41883957
morality,P,word2vec_tiny_20_HYP,0.18053173
tackle,P,word2vec_tiny_20_HYP,0.39169845
mural,P,word2vec_tiny_20_HYP,0.3749792
dramatic,P,word2vec_tiny_20_HYP,0.30377433
grasp,P,word2vec_tiny_20_HYP,0.32746518
frog,H,word2vec_tiny_20_HYP,0.43720427
dig,P,word2vec_tiny_20_HYP,0.5070265
continent,P,word2vec_tiny_20_HYP,0.33112517
destiny,P,word2vec_tiny_20_HYP,0.3039578
tune,P,word2vec_tiny_20_HYP,0.43800637
vision,P,word2vec_tiny_20_HYP,0.3289214
shave,P,word2vec_tiny_20_HYP,0.5237598
scan,P,word2vec_tiny_20_HYP,0.33825096
