ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27855974,0.28820762,0.338336,0.3246321,0.36098573,0.3371985
HYP*,0.2525366,0.31482863,0.3562346,0.38079,0.39320093,0.39720434
M,0.20873907,0.22040844,0.2532084,0.25385714,0.27106908,0.2658509
P,0.24009694,0.24890062,0.2895127,0.28171182,0.30861798,0.29245624
