ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31660149,0.39277193,0.4066093,0.49894735,0.44315034,0.5310901
HOM*,0.37565792,0.4730958,0.4939291,0.61200595,0.5379606,0.6408517
M,0.28418,0.34683487,0.3593406,0.43012077,0.39043298,0.45712525
P,0.30286577,0.3722603,0.38307428,0.4604502,0.41542968,0.48718488
