word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_30_HOM,0.38375974
pirate,P,word2vec_tiny_30_HOM,0.44168776
gasoline,M,word2vec_tiny_30_HOM,0.3680375
gopher,P,word2vec_tiny_30_HOM,0.3467879
substance,P,word2vec_tiny_30_HOM,0.3338774
strap,P,word2vec_tiny_30_HOM,0.43414167
pitch,H,word2vec_tiny_30_HOM,0.4730132
countdown,P,word2vec_tiny_30_HOM,0.29230177
pink,H,word2vec_tiny_30_HOM,0.45313436
perky,M,word2vec_tiny_30_HOM,0.36764476
fearless,M,word2vec_tiny_30_HOM,0.35088378
lotion,P,word2vec_tiny_30_HOM,0.46183643
annoy,P,word2vec_tiny_30_HOM,0.37768373
hoop,P,word2vec_tiny_30_HOM,0.44225934
doorman,M,word2vec_tiny_30_HOM,0.2627228
cookie,P,word2vec_tiny_30_HOM,0.38102898
romantic,P,word2vec_tiny_30_HOM,0.25117874
square,P,word2vec_tiny_30_HOM,0.47210798
vibration,P,word2vec_tiny_30_HOM,0.31978747
spacious,P,word2vec_tiny_30_HOM,0.3710946
toilet,P,word2vec_tiny_30_HOM,0.47159657
accompany,P,word2vec_tiny_30_HOM,0.29917994
wildlife,M,word2vec_tiny_30_HOM,0.36459672
speech,P,word2vec_tiny_30_HOM,0.37865907
household,P,word2vec_tiny_30_HOM,0.27367193
lend,P,word2vec_tiny_30_HOM,0.5223591
attack,P,word2vec_tiny_30_HOM,0.45315158
cone,P,word2vec_tiny_30_HOM,0.4495283
rope,P,word2vec_tiny_30_HOM,0.42990157
agreement,P,word2vec_tiny_30_HOM,0.45101476
unable,M,word2vec_tiny_30_HOM,0.4172884
gracious,P,word2vec_tiny_30_HOM,0.26968345
hind,H,word2vec_tiny_30_HOM,0.45478097
park,P,word2vec_tiny_30_HOM,0.52339786
detector,P,word2vec_tiny_30_HOM,0.36639756
distance,P,word2vec_tiny_30_HOM,0.43812442
drum,P,word2vec_tiny_30_HOM,0.40811074
accident,P,word2vec_tiny_30_HOM,0.5752947
moon,P,word2vec_tiny_30_HOM,0.43507564
restless,P,word2vec_tiny_30_HOM,0.4619233
reality,P,word2vec_tiny_30_HOM,0.38264245
equal,P,word2vec_tiny_30_HOM,0.43383312
buoy,P,word2vec_tiny_30_HOM,0.35571846
regain,P,word2vec_tiny_30_HOM,0.29927024
pudding,P,word2vec_tiny_30_HOM,0.2801959
wing,P,word2vec_tiny_30_HOM,0.5007897
greedy,P,word2vec_tiny_30_HOM,0.4779515
hoof,P,word2vec_tiny_30_HOM,0.46178174
poorly,P,word2vec_tiny_30_HOM,0.39012778
mink,P,word2vec_tiny_30_HOM,0.33790714
plumber,P,word2vec_tiny_30_HOM,0.46253794
toaster,H,word2vec_tiny_30_HOM,0.45652944
disposal,P,word2vec_tiny_30_HOM,0.22280258
