ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31700683,0.3930056,0.40749314,0.49947888,0.4442252,0.5318049
HOM*,0.38609594,0.46473303,0.49483123,0.60179555,0.53741413,0.63454306
M,0.28143793,0.34094507,0.3535856,0.42101005,0.38370377,0.44653696
P,0.30274656,0.37143603,0.38284197,0.45940804,0.4151938,0.4860154
