word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_50_HOM,0.37549865
pirate,P,word2vec_tiny_50_HOM,0.44127747
gasoline,M,word2vec_tiny_50_HOM,0.37009975
gopher,P,word2vec_tiny_50_HOM,0.34117386
substance,P,word2vec_tiny_50_HOM,0.3346446
strap,P,word2vec_tiny_50_HOM,0.4403292
pitch,H,word2vec_tiny_50_HOM,0.47930798
countdown,P,word2vec_tiny_50_HOM,0.30532253
pink,H,word2vec_tiny_50_HOM,0.45336044
perky,M,word2vec_tiny_50_HOM,0.39496627
fearless,M,word2vec_tiny_50_HOM,0.34930992
lotion,P,word2vec_tiny_50_HOM,0.46025312
annoy,P,word2vec_tiny_50_HOM,0.3838602
hoop,P,word2vec_tiny_50_HOM,0.4411701
doorman,M,word2vec_tiny_50_HOM,0.27067602
cookie,P,word2vec_tiny_50_HOM,0.3800992
romantic,P,word2vec_tiny_50_HOM,0.24264498
square,P,word2vec_tiny_50_HOM,0.47445568
vibration,P,word2vec_tiny_50_HOM,0.3267227
spacious,P,word2vec_tiny_50_HOM,0.37428638
toilet,P,word2vec_tiny_50_HOM,0.4691913
accompany,P,word2vec_tiny_50_HOM,0.30501395
wildlife,M,word2vec_tiny_50_HOM,0.36152077
speech,P,word2vec_tiny_50_HOM,0.3731268
household,P,word2vec_tiny_50_HOM,0.2832855
lend,P,word2vec_tiny_50_HOM,0.5248486
attack,P,word2vec_tiny_50_HOM,0.43831417
cone,P,word2vec_tiny_50_HOM,0.44877547
rope,P,word2vec_tiny_50_HOM,0.43470383
agreement,P,word2vec_tiny_50_HOM,0.44741204
unable,M,word2vec_tiny_50_HOM,0.40939912
gracious,P,word2vec_tiny_50_HOM,0.28036729
hind,H,word2vec_tiny_50_HOM,0.46733642
park,P,word2vec_tiny_50_HOM,0.5294702
detector,P,word2vec_tiny_50_HOM,0.3518446
distance,P,word2vec_tiny_50_HOM,0.43492135
drum,P,word2vec_tiny_50_HOM,0.40743285
accident,P,word2vec_tiny_50_HOM,0.57586646
moon,P,word2vec_tiny_50_HOM,0.4411426
restless,P,word2vec_tiny_50_HOM,0.46422493
reality,P,word2vec_tiny_50_HOM,0.37507212
equal,P,word2vec_tiny_50_HOM,0.43111873
buoy,P,word2vec_tiny_50_HOM,0.35363883
regain,P,word2vec_tiny_50_HOM,0.29940155
pudding,P,word2vec_tiny_50_HOM,0.28000528
