ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3158518,0.39121875,0.4066143,0.4991914,0.44339445,0.531365
HYP*,0.25235307,0.35810316,0.40014154,0.5386046,0.45896927,0.5920966
M,0.28353682,0.34379986,0.3583948,0.42819893,0.38941488,0.45514283
P,0.30187416,0.37016588,0.38236538,0.45917112,0.41480625,0.4862049
