ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31785864,0.3946047,0.40829557,0.50150734,0.44515714,0.5347196
HOM*,0.29943314,0.3407724,0.41729504,0.5309337,0.4736971,0.595249
M,0.28490356,0.34699452,0.3600114,0.43106157,0.39107063,0.45748514
P,0.3039025,0.37337327,0.38436517,0.46169767,0.4168443,0.4887227
