ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31472948,0.3901067,0.40491885,0.49643657,0.44133353,0.52814955
HOM*,0.37744308,0.45909795,0.48942262,0.57958674,0.528371,0.6020187
M,0.28289667,0.34401786,0.35745293,0.42735747,0.38828483,0.453353
P,0.3015887,0.36987516,0.38163418,0.45774785,0.4138861,0.4840866
