ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.317674,0.39362934,0.40673155,0.49795714,0.4424944,0.5287399
HYP*,0.2941151,0.39609647,0.41476685,0.5507228,0.46763498,0.5954175
M,0.2837226,0.3449372,0.35769755,0.42732733,0.38813058,0.4527059
P,0.30284348,0.37082207,0.38174778,0.4563907,0.4134976,0.48229092
