ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27911806,0.28683954,0.33890697,0.32680434,0.3616712,0.33814123
HOM*,0.31750506,0.34334403,0.39776343,0.39494362,0.42790145,0.40346465
M,0.19559658,0.20314382,0.23319666,0.23485251,0.24886517,0.24706624
P,0.24075595,0.24911019,0.29012254,0.28219897,0.3092316,0.29302278
