word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_40_HOM,0.270565
aristocrat,P,word2vec_recipe_40_HOM,0.2175278
novelty,P,word2vec_recipe_40_HOM,0.201388
pirate,P,word2vec_recipe_40_HOM,0.2339931
gasoline,M,word2vec_recipe_40_HOM,0.15318887
fringe,P,word2vec_recipe_40_HOM,0.21812178
corral,P,word2vec_recipe_40_HOM,0.37502217
gopher,P,word2vec_recipe_40_HOM,0.23781036
substance,P,word2vec_recipe_40_HOM,0.36796707
flannel,P,word2vec_recipe_40_HOM,0.38966343
strap,P,word2vec_recipe_40_HOM,0.2958156
courtesy,P,word2vec_recipe_40_HOM,0.34739852
pitch,H,word2vec_recipe_40_HOM,0.3983703
countdown,P,word2vec_recipe_40_HOM,0.30763328
fiend,P,word2vec_recipe_40_HOM,0.1906877
generic,P,word2vec_recipe_40_HOM,0.28176963
marijuana,M,word2vec_recipe_40_HOM,0.2746159
pink,H,word2vec_recipe_40_HOM,0.4896001
perky,M,word2vec_recipe_40_HOM,0.33100152
society,P,word2vec_recipe_40_HOM,0.18760741
fearless,M,word2vec_recipe_40_HOM,0.23647602
lotion,P,word2vec_recipe_40_HOM,0.3044628
hoop,P,word2vec_recipe_40_HOM,0.3381055
cookie,P,word2vec_recipe_40_HOM,0.3815584
etiquette,M,word2vec_recipe_40_HOM,0.1450568
romantic,P,word2vec_recipe_40_HOM,0.25925735
square,P,word2vec_recipe_40_HOM,0.33595857
vibration,P,word2vec_recipe_40_HOM,0.14918141
isolate,P,word2vec_recipe_40_HOM,0.3159804
spacious,P,word2vec_recipe_40_HOM,0.25647333
toilet,P,word2vec_recipe_40_HOM,0.25009662
southwest,P,word2vec_recipe_40_HOM,0.2997157
corpse,M,word2vec_recipe_40_HOM,0.19720413
publisher,P,word2vec_recipe_40_HOM,0.16354257
accompany,P,word2vec_recipe_40_HOM,0.38259345
wildlife,M,word2vec_recipe_40_HOM,0.15512711
louse,P,word2vec_recipe_40_HOM,0.16226706
household,P,word2vec_recipe_40_HOM,0.2701612
lend,P,word2vec_recipe_40_HOM,0.28214347
despise,M,word2vec_recipe_40_HOM,0.09183622
attack,P,word2vec_recipe_40_HOM,0.32680237
cone,P,word2vec_recipe_40_HOM,0.32852805
rope,P,word2vec_recipe_40_HOM,0.32967263
agreement,P,word2vec_recipe_40_HOM,0.3277322
unable,M,word2vec_recipe_40_HOM,0.32146236
rainy,M,word2vec_recipe_40_HOM,0.35447288
gracious,P,word2vec_recipe_40_HOM,0.18745223
