ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27880687,0.28614455,0.33851632,0.32534388,0.36123425,0.3378765
HYP*,0.24176879,0.30568355,0.3455294,0.3727247,0.38287303,0.3866915
M,0.20910376,0.22061743,0.25346193,0.25417802,0.27142137,0.26621607
P,0.2403285,0.2494296,0.289626,0.28207794,0.3087344,0.2928778
