word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_20_HOM,0.38315463
pirate,P,word2vec_tiny_20_HOM,0.43972665
gasoline,M,word2vec_tiny_20_HOM,0.38154113
gopher,P,word2vec_tiny_20_HOM,0.35234788
substance,P,word2vec_tiny_20_HOM,0.32942668
strap,P,word2vec_tiny_20_HOM,0.44231597
pitch,H,word2vec_tiny_20_HOM,0.47194532
countdown,P,word2vec_tiny_20_HOM,0.30592778
pink,H,word2vec_tiny_20_HOM,0.45337912
perky,M,word2vec_tiny_20_HOM,0.36066115
fearless,M,word2vec_tiny_20_HOM,0.33801514
lotion,P,word2vec_tiny_20_HOM,0.46365768
annoy,P,word2vec_tiny_20_HOM,0.3759079
hoop,P,word2vec_tiny_20_HOM,0.4458756
doorman,M,word2vec_tiny_20_HOM,0.24334562
cookie,P,word2vec_tiny_20_HOM,0.3784796
romantic,P,word2vec_tiny_20_HOM,0.22988774
square,P,word2vec_tiny_20_HOM,0.47959182
vibration,P,word2vec_tiny_20_HOM,0.31435883
spacious,P,word2vec_tiny_20_HOM,0.37820232
toilet,P,word2vec_tiny_20_HOM,0.472641
accompany,P,word2vec_tiny_20_HOM,0.3076778
wildlife,M,word2vec_tiny_20_HOM,0.3657134
speech,P,word2vec_tiny_20_HOM,0.38799465
household,P,word2vec_tiny_20_HOM,0.25952992
lend,P,word2vec_tiny_20_HOM,0.52871424
attack,P,word2vec_tiny_20_HOM,0.44371766
cone,P,word2vec_tiny_20_HOM,0.45546848
rope,P,word2vec_tiny_20_HOM,0.43093324
agreement,P,word2vec_tiny_20_HOM,0.4553883
unable,M,word2vec_tiny_20_HOM,0.42311323
gracious,P,word2vec_tiny_20_HOM,0.2591585
hind,H,word2vec_tiny_20_HOM,0.46448842
park,P,word2vec_tiny_20_HOM,0.5243917
detector,P,word2vec_tiny_20_HOM,0.35865834
distance,P,word2vec_tiny_20_HOM,0.4500791
drum,P,word2vec_tiny_20_HOM,0.40985736
accident,P,word2vec_tiny_20_HOM,0.5711196
moon,P,word2vec_tiny_20_HOM,0.43707335
restless,P,word2vec_tiny_20_HOM,0.45777598
reality,P,word2vec_tiny_20_HOM,0.38431293
equal,P,word2vec_tiny_20_HOM,0.43447068
buoy,P,word2vec_tiny_20_HOM,0.34732875
regain,P,word2vec_tiny_20_HOM,0.28954127
pudding,P,word2vec_tiny_20_HOM,0.2748903
wing,P,word2vec_tiny_20_HOM,0.5041311
greedy,P,word2vec_tiny_20_HOM,0.47834352
hoof,P,word2vec_tiny_20_HOM,0.47384477
poorly,P,word2vec_tiny_20_HOM,0.39883882
mink,P,word2vec_tiny_20_HOM,0.34621093
plumber,P,word2vec_tiny_20_HOM,0.4639179
toaster,H,word2vec_tiny_20_HOM,0.4532607
disposal,P,word2vec_tiny_20_HOM,0.20528145
pounce,P,word2vec_tiny_20_HOM,0.51734394
pleasant,P,word2vec_tiny_20_HOM,0.40995914
janitor,M,word2vec_tiny_20_HOM,0.39404142
selfish,P,word2vec_tiny_20_HOM,0.46782327
cloak,P,word2vec_tiny_20_HOM,0.43703598
honor,P,word2vec_tiny_20_HOM,0.33801132
continue,P,word2vec_tiny_20_HOM,0.505127
fright,P,word2vec_tiny_20_HOM,0.315845
panic,P,word2vec_tiny_20_HOM,0.5189815
joker,P,word2vec_tiny_20_HOM,0.40010396
bug,P,word2vec_tiny_20_HOM,0.4222097
plaster,P,word2vec_tiny_20_HOM,0.348844
poise,P,word2vec_tiny_20_HOM,0.24694444
territory,P,word2vec_tiny_20_HOM,0.3758383
infection,P,word2vec_tiny_20_HOM,0.38606966
selective,P,word2vec_tiny_20_HOM,0.15996584
heater,P,word2vec_tiny_20_HOM,0.4862781
tailor,P,word2vec_tiny_20_HOM,0.3900828
confront,P,word2vec_tiny_20_HOM,0.34811002
folder,P,word2vec_tiny_20_HOM,0.3853085
various,P,word2vec_tiny_20_HOM,0.38470787
green,P,word2vec_tiny_20_HOM,0.4931612
sweaty,P,word2vec_tiny_20_HOM,0.5261444
drip,P,word2vec_tiny_20_HOM,0.44502625
horseback,P,word2vec_tiny_20_HOM,0.3525775
angle,H,word2vec_tiny_20_HOM,0.42384326
burp,P,word2vec_tiny_20_HOM,0.40474206
crook,P,word2vec_tiny_20_HOM,0.33047882
rosary,P,word2vec_tiny_20_HOM,0.2811244
newborn,P,word2vec_tiny_20_HOM,0.28360084
grenade,P,word2vec_tiny_20_HOM,0.36758864
frisky,M,word2vec_tiny_20_HOM,0.34851778
goose,P,word2vec_tiny_20_HOM,0.38722524
lag,P,word2vec_tiny_20_HOM,0.1967555
anger,P,word2vec_tiny_20_HOM,0.37521473
burner,P,word2vec_tiny_20_HOM,0.3333424
terrain,M,word2vec_tiny_20_HOM,0.34548
mercy,P,word2vec_tiny_20_HOM,0.41706237
shrimp,P,word2vec_tiny_20_HOM,0.3390796
ski,P,word2vec_tiny_20_HOM,0.40069157
stack,P,word2vec_tiny_20_HOM,0.48040444
definition,P,word2vec_tiny_20_HOM,0.3329273
elephant,M,word2vec_tiny_20_HOM,0.33263424
injury,P,word2vec_tiny_20_HOM,0.30341235
computer,P,word2vec_tiny_20_HOM,0.41023052
misty,P,word2vec_tiny_20_HOM,0.41450185
electrical,M,word2vec_tiny_20_HOM,0.2687148
haunt,P,word2vec_tiny_20_HOM,0.28903902
pavement,P,word2vec_tiny_20_HOM,0.47072574
airfield,M,word2vec_tiny_20_HOM,0.32433316
unsure,P,word2vec_tiny_20_HOM,0.44586235
monkey,P,word2vec_tiny_20_HOM,0.39552525
