ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27927595,0.2880994,0.3390261,0.32746723,0.36176786,0.33862996
HOM*,0.3340452,0.37637472,0.4355952,0.44553012,0.47127572,0.4601705
M,0.20887533,0.22143528,0.25296366,0.25395566,0.27081928,0.26595822
P,0.24052246,0.24957496,0.2898623,0.28248268,0.30899063,0.29299706
