ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31811047,0.3946683,0.40824494,0.5002687,0.44481307,0.53197896
HOM*,0.38772887,0.47339973,0.48947555,0.59575593,0.5293371,0.62110335
M,0.2773889,0.33249536,0.3429817,0.40330198,0.37023604,0.42709064
P,0.30387992,0.3731192,0.38400874,0.46055976,0.41627946,0.48685792
