ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27797794,0.28687942,0.33770987,0.32570773,0.36051232,0.3375059
HOM*,0.34362128,0.37657002,0.43416646,0.426772,0.46477428,0.4373586
M,0.20868148,0.22099608,0.25264746,0.25373435,0.27042246,0.26505116
P,0.24034132,0.24969311,0.28969982,0.28209814,0.30883494,0.29280213
