ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3174752,0.39425346,0.40711161,0.49946815,0.44335118,0.5308876
HYP*,0.2938339,0.39220294,0.41548425,0.5494774,0.4685381,0.59534687
M,0.28442678,0.34643817,0.35842028,0.42811415,0.388933,0.45361543
P,0.3030163,0.37117946,0.3822241,0.4572353,0.41403997,0.48293337
