word,ambiguity_type,model,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
lifelong,M,word2vec_tiny_30_HYP,0.31687072,0.37293872,0.3745586,0.40261564,0.39628887,0.40645835
pirate,P,word2vec_tiny_30_HYP,0.31440377,0.43228003,0.43472838,0.584918,0.48701927,0.6359943
gasoline,M,word2vec_tiny_30_HYP,0.2986723,0.3965148,0.359037,0.47075424,0.3890765,0.5031587
gopher,P,word2vec_tiny_30_HYP,0.30606613,0.3501671,0.35752097,0.40760547,0.38028175,0.4257813
substance,P,word2vec_tiny_30_HYP,0.26092595,0.3315597,0.32753316,0.43981406,0.3560856,0.47462353
strap,P,word2vec_tiny_30_HYP,0.3416155,0.4420079,0.43518266,0.56260824,0.47618875,0.6020822
pitch,H,word2vec_tiny_30_HYP,0.35256284,0.46643746,0.4695486,0.638854,0.5148728,0.67202485
countdown,P,word2vec_tiny_30_HYP,0.22870398,0.30013043,0.30095607,0.31814826,0.3371958,0.38511026
perky,M,word2vec_tiny_30_HYP,0.3398051,0.40754318,0.38922775,0.45454982,0.40834472,0.47016475
fearless,M,word2vec_tiny_30_HYP,0.2800423,0.37610656,0.34056237,0.4327747,0.3677288,0.46244517
lotion,P,word2vec_tiny_30_HYP,0.357235,0.45661363,0.46160874,0.6123564,0.50143313,0.6533998
annoy,P,word2vec_tiny_30_HYP,0.3204023,0.34414518,0.37477008,0.42180175,0.40348136,0.4446539
hoop,P,word2vec_tiny_30_HYP,0.3137522,0.4333692,0.43964934,0.5872425,0.48859733,0.63984513
doorman,M,word2vec_tiny_30_HYP,0.24280715,0.24970505,0.27457595,0.27199882,0.28792608,0.28587702
cookie,P,word2vec_tiny_30_HYP,0.27120796,0.3396506,0.37918273,0.47543082,0.43219072,0.5195482
romantic,P,word2vec_tiny_30_HYP,0.18444508,0.18533726,0.21446167,0.2071477,0.22996658,0.22410648
square,P,word2vec_tiny_30_HYP,0.3363393,0.47003585,0.47140965,0.6311173,0.5155387,0.66457254
vibration,P,word2vec_tiny_30_HYP,0.24940681,0.2836202,0.322713,0.40084004,0.35300973,0.44215038
spacious,P,word2vec_tiny_30_HYP,0.3200657,0.37735835,0.370638,0.438466,0.39198866,0.45193106
toilet,P,word2vec_tiny_30_HYP,0.33808988,0.4647483,0.45921135,0.6018203,0.505125,0.66201025
accompany,P,word2vec_tiny_30_HYP,0.25782984,0.31751874,0.30158246,0.36034057,0.31795526,0.36965922
wildlife,M,word2vec_tiny_30_HYP,0.30023456,0.37927333,0.36267537,0.463818,0.3916582,0.49803036
speech,P,word2vec_tiny_30_HYP,0.30856648,0.3304945,0.3713882,0.4214519,0.39851806,0.44979933
household,P,word2vec_tiny_30_HYP,0.2385787,0.24072401,0.283051,0.2781436,0.30059844,0.28944257
attack,P,word2vec_tiny_30_HYP,0.34803876,0.39179528,0.44386205,0.4895086,0.47895664,0.5202665
cone,P,word2vec_tiny_30_HYP,0.29760367,0.37109375,0.44430977,0.5443416,0.49613962,0.6012823
rope,P,word2vec_tiny_30_HYP,0.28800997,0.4219339,0.42941135,0.5888416,0.48159698,0.64057255
agreement,P,word2vec_tiny_30_HYP,0.37402537,0.41070062,0.44923773,0.46761012,0.47457123,0.46781513
unable,M,word2vec_tiny_30_HYP,0.32869887,0.39848801,0.4105139,0.471975,0.4460519,0.48890224
rainy,M,word2vec_tiny_30_HYP,0.3366455,0.4592775,0.49875462,0.62893134,0.5545171,0.6711354
