ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31612828,0.39141026,0.40641156,0.49842238,0.44308946,0.53092426
HOM*,0.36644882,0.4439797,0.48319155,0.57864267,0.5244002,0.6044633
M,0.28379864,0.3445065,0.3583869,0.42828542,0.38925767,0.45454034
P,0.30257365,0.3713889,0.38283476,0.45977223,0.415193,0.4864678
