ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27901825,0.2884949,0.339114,0.32731295,0.36191362,0.3392309
HOM*,0.33861405,0.37476978,0.43293232,0.43360192,0.46487904,0.443746
M,0.21002255,0.22205882,0.2539203,0.25492105,0.27169988,0.26665577
P,0.24073188,0.24976087,0.29011977,0.28266573,0.30923855,0.29349434
