word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_10_HOM,0.3797708
pirate,P,word2vec_tiny_10_HOM,0.44016856
gasoline,M,word2vec_tiny_10_HOM,0.36755264
gopher,P,word2vec_tiny_10_HOM,0.3398734
substance,P,word2vec_tiny_10_HOM,0.33818066
strap,P,word2vec_tiny_10_HOM,0.43832478
pitch,H,word2vec_tiny_10_HOM,0.47508502
countdown,P,word2vec_tiny_10_HOM,0.298593
pink,H,word2vec_tiny_10_HOM,0.44921422
perky,M,word2vec_tiny_10_HOM,0.38954112
fearless,M,word2vec_tiny_10_HOM,0.36067265
lotion,P,word2vec_tiny_10_HOM,0.4561911
annoy,P,word2vec_tiny_10_HOM,0.37447652
hoop,P,word2vec_tiny_10_HOM,0.4466501
doorman,M,word2vec_tiny_10_HOM,0.2800661
cookie,P,word2vec_tiny_10_HOM,0.38395926
romantic,P,word2vec_tiny_10_HOM,0.24334458
square,P,word2vec_tiny_10_HOM,0.47643223
vibration,P,word2vec_tiny_10_HOM,0.30182546
spacious,P,word2vec_tiny_10_HOM,0.36156836
toilet,P,word2vec_tiny_10_HOM,0.46786216
accompany,P,word2vec_tiny_10_HOM,0.29218477
wildlife,M,word2vec_tiny_10_HOM,0.36268702
speech,P,word2vec_tiny_10_HOM,0.3799723
household,P,word2vec_tiny_10_HOM,0.2691535
lend,P,word2vec_tiny_10_HOM,0.5264294
attack,P,word2vec_tiny_10_HOM,0.44349805
cone,P,word2vec_tiny_10_HOM,0.45032826
rope,P,word2vec_tiny_10_HOM,0.4330594
agreement,P,word2vec_tiny_10_HOM,0.45430133
unable,M,word2vec_tiny_10_HOM,0.4085451
gracious,P,word2vec_tiny_10_HOM,0.25542733
hind,H,word2vec_tiny_10_HOM,0.4685436
park,P,word2vec_tiny_10_HOM,0.52442706
detector,P,word2vec_tiny_10_HOM,0.35766852
distance,P,word2vec_tiny_10_HOM,0.45096886
drum,P,word2vec_tiny_10_HOM,0.40071052
accident,P,word2vec_tiny_10_HOM,0.569848
moon,P,word2vec_tiny_10_HOM,0.43548653
restless,P,word2vec_tiny_10_HOM,0.4609258
reality,P,word2vec_tiny_10_HOM,0.3677613
equal,P,word2vec_tiny_10_HOM,0.42256275
buoy,P,word2vec_tiny_10_HOM,0.35067356
regain,P,word2vec_tiny_10_HOM,0.3017863
pudding,P,word2vec_tiny_10_HOM,0.27892962
wing,P,word2vec_tiny_10_HOM,0.50025564
greedy,P,word2vec_tiny_10_HOM,0.47474578
hoof,P,word2vec_tiny_10_HOM,0.46838135
poorly,P,word2vec_tiny_10_HOM,0.39004546
mink,P,word2vec_tiny_10_HOM,0.3368573
plumber,P,word2vec_tiny_10_HOM,0.44956356
toaster,H,word2vec_tiny_10_HOM,0.4496941
disposal,P,word2vec_tiny_10_HOM,0.21244949
pounce,P,word2vec_tiny_10_HOM,0.51644295
pleasant,P,word2vec_tiny_10_HOM,0.40630057
janitor,M,word2vec_tiny_10_HOM,0.3930867
selfish,P,word2vec_tiny_10_HOM,0.46919432
cloak,P,word2vec_tiny_10_HOM,0.43399134
honor,P,word2vec_tiny_10_HOM,0.34135205
continue,P,word2vec_tiny_10_HOM,0.49411833
fright,P,word2vec_tiny_10_HOM,0.32289463
panic,P,word2vec_tiny_10_HOM,0.52427393
joker,P,word2vec_tiny_10_HOM,0.40389538
bug,P,word2vec_tiny_10_HOM,0.4167603
plaster,P,word2vec_tiny_10_HOM,0.35967803
poise,P,word2vec_tiny_10_HOM,0.23342058
territory,P,word2vec_tiny_10_HOM,0.38059825
infection,P,word2vec_tiny_10_HOM,0.39376718
selective,P,word2vec_tiny_10_HOM,0.15208556
heater,P,word2vec_tiny_10_HOM,0.48626235
tailor,P,word2vec_tiny_10_HOM,0.39742404
confront,P,word2vec_tiny_10_HOM,0.3281321
folder,P,word2vec_tiny_10_HOM,0.38955393
various,P,word2vec_tiny_10_HOM,0.38081405
green,P,word2vec_tiny_10_HOM,0.4909965
sweaty,P,word2vec_tiny_10_HOM,0.53174424
drip,P,word2vec_tiny_10_HOM,0.45486042
horseback,P,word2vec_tiny_10_HOM,0.3482696
angle,H,word2vec_tiny_10_HOM,0.41884816
burp,P,word2vec_tiny_10_HOM,0.39979413
crook,P,word2vec_tiny_10_HOM,0.3215738
rosary,P,word2vec_tiny_10_HOM,0.24683385
newborn,P,word2vec_tiny_10_HOM,0.28319946
grenade,P,word2vec_tiny_10_HOM,0.36575934
frisky,M,word2vec_tiny_10_HOM,0.33161342
goose,P,word2vec_tiny_10_HOM,0.39180782
lag,P,word2vec_tiny_10_HOM,0.19933674
anger,P,word2vec_tiny_10_HOM,0.3851252
burner,P,word2vec_tiny_10_HOM,0.33729348
terrain,M,word2vec_tiny_10_HOM,0.35145405
mercy,P,word2vec_tiny_10_HOM,0.40306485
shrimp,P,word2vec_tiny_10_HOM,0.3519203
ski,P,word2vec_tiny_10_HOM,0.3999898
stack,P,word2vec_tiny_10_HOM,0.48015332
definition,P,word2vec_tiny_10_HOM,0.33574018
elephant,M,word2vec_tiny_10_HOM,0.37196457
injury,P,word2vec_tiny_10_HOM,0.30223733
computer,P,word2vec_tiny_10_HOM,0.41233093
misty,P,word2vec_tiny_10_HOM,0.43194926
electrical,M,word2vec_tiny_10_HOM,0.26560003
birthday,M,word2vec_tiny_10_HOM,0.5046797
haunt,P,word2vec_tiny_10_HOM,0.31404564
pavement,P,word2vec_tiny_10_HOM,0.4638627
airfield,M,word2vec_tiny_10_HOM,0.2948835
unsure,P,word2vec_tiny_10_HOM,0.4512356
monkey,P,word2vec_tiny_10_HOM,0.4042297
brisk,P,word2vec_tiny_10_HOM,0.25304517
clumsy,P,word2vec_tiny_10_HOM,0.49061325
beard,P,word2vec_tiny_10_HOM,0.5263593
hateful,P,word2vec_tiny_10_HOM,0.20870078
profound,P,word2vec_tiny_10_HOM,0.1925676
frightful,P,word2vec_tiny_10_HOM,0.2568161
outsider,P,word2vec_tiny_10_HOM,0.21418901
sweat,P,word2vec_tiny_10_HOM,0.445322
stability,M,word2vec_tiny_10_HOM,0.30222625
strong,P,word2vec_tiny_10_HOM,0.5265228
singer,P,word2vec_tiny_10_HOM,0.4271596
platter,P,word2vec_tiny_10_HOM,0.29458964
horn,P,word2vec_tiny_10_HOM,0.4478154
sting,P,word2vec_tiny_10_HOM,0.43707356
health,P,word2vec_tiny_10_HOM,0.40971738
dazzle,P,word2vec_tiny_10_HOM,0.34293443
headache,P,word2vec_tiny_10_HOM,0.45983624
infant,P,word2vec_tiny_10_HOM,0.5249429
kitchen,M,word2vec_tiny_10_HOM,0.4644984
maker,P,word2vec_tiny_10_HOM,0.48960721
limit,P,word2vec_tiny_10_HOM,0.41694033
yard,H,word2vec_tiny_10_HOM,0.5336769
expense,P,word2vec_tiny_10_HOM,0.25940537
snug,P,word2vec_tiny_10_HOM,0.44752803
branch,P,word2vec_tiny_10_HOM,0.46646476
button,P,word2vec_tiny_10_HOM,0.4550898
hesitate,P,word2vec_tiny_10_HOM,0.39011088
jackpot,P,word2vec_tiny_10_HOM,0.23239572
reach,P,word2vec_tiny_10_HOM,0.544013
virus,P,word2vec_tiny_10_HOM,0.38753173
workers,P,word2vec_tiny_10_HOM,0.46174592
block,P,word2vec_tiny_10_HOM,0.49484086
cradle,P,word2vec_tiny_10_HOM,0.38465598
peppermint,P,word2vec_tiny_10_HOM,0.28035057
punk,P,word2vec_tiny_10_HOM,0.28808337
solid,P,word2vec_tiny_10_HOM,0.41907954
morality,P,word2vec_tiny_10_HOM,0.1737564
tackle,P,word2vec_tiny_10_HOM,0.37887624
mural,P,word2vec_tiny_10_HOM,0.35903212
bakery,M,word2vec_tiny_10_HOM,0.44061744
dramatic,P,word2vec_tiny_10_HOM,0.30311042
grasp,P,word2vec_tiny_10_HOM,0.31477836
frog,H,word2vec_tiny_10_HOM,0.43714514
dig,P,word2vec_tiny_10_HOM,0.50710607
continent,P,word2vec_tiny_10_HOM,0.34003493
destiny,P,word2vec_tiny_10_HOM,0.28843626
tune,P,word2vec_tiny_10_HOM,0.42737255
vision,P,word2vec_tiny_10_HOM,0.33537987
shave,P,word2vec_tiny_10_HOM,0.5197122
scan,P,word2vec_tiny_10_HOM,0.33544326
sitter,P,word2vec_tiny_10_HOM,0.33790642
steam,P,word2vec_tiny_10_HOM,0.4728512
keen,H,word2vec_tiny_10_HOM,0.42006224
rejoin,H,word2vec_tiny_10_HOM,0.19148484
autograph,P,word2vec_tiny_10_HOM,0.3280935
steward,P,word2vec_tiny_10_HOM,0.25572595
partner,P,word2vec_tiny_10_HOM,0.41745713
cast,P,word2vec_tiny_10_HOM,0.49785203
vengeful,M,word2vec_tiny_10_HOM,0.22516584
brilliance,P,word2vec_tiny_10_HOM,0.29530972
cockroach,M,word2vec_tiny_10_HOM,0.3103845
similar,M,word2vec_tiny_10_HOM,0.429219
countless,M,word2vec_tiny_10_HOM,0.3864162
scramble,P,word2vec_tiny_10_HOM,0.3359612
antique,P,word2vec_tiny_10_HOM,0.30635238
skip,P,word2vec_tiny_10_HOM,0.52614325
generation,P,word2vec_tiny_10_HOM,0.40513384
