ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31656584,0.3916954,0.40669867,0.49900708,0.4432789,0.5309047
HYP*,0.26014787,0.36758775,0.38366172,0.51555175,0.44342473,0.584085
M,0.28461668,0.346444,0.35938618,0.42959777,0.39032587,0.4559372
P,0.30298087,0.37236515,0.38320133,0.4601649,0.41548866,0.486669
