ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31652647,0.39258784,0.4067066,0.4986777,0.44335255,0.53138316
HOM*,0.35401767,0.44764733,0.49082845,0.61395484,0.53660476,0.63960314
M,0.28416234,0.3453443,0.35836995,0.4282949,0.38918144,0.45446268
P,0.3027282,0.3718403,0.38299128,0.46005583,0.41539174,0.48667997
