ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27807066,0.28810892,0.33765545,0.32502738,0.3602714,0.33747658
HYP*,0.26509392,0.31796104,0.35329306,0.36441144,0.38431355,0.3722721
M,0.20595224,0.21848601,0.25091338,0.2526704,0.2688498,0.2645959
P,0.23963113,0.24808069,0.2888436,0.28130203,0.3079631,0.2919436
