word,ambiguity_type,model,nbhd_mean_distance
keg,P,word2vec_recipe_20_HOM,0.2620323
aristocrat,P,word2vec_recipe_20_HOM,0.19165589
novelty,P,word2vec_recipe_20_HOM,0.19309478
pirate,P,word2vec_recipe_20_HOM,0.24815875
gasoline,M,word2vec_recipe_20_HOM,0.13636087
fringe,P,word2vec_recipe_20_HOM,0.23671356
corral,P,word2vec_recipe_20_HOM,0.3465731
gopher,P,word2vec_recipe_20_HOM,0.23242554
substance,P,word2vec_recipe_20_HOM,0.36666724
flannel,P,word2vec_recipe_20_HOM,0.37245065
strap,P,word2vec_recipe_20_HOM,0.27747896
courtesy,P,word2vec_recipe_20_HOM,0.3466625
pitch,H,word2vec_recipe_20_HOM,0.38891965
countdown,P,word2vec_recipe_20_HOM,0.3201368
fiend,P,word2vec_recipe_20_HOM,0.18006292
generic,P,word2vec_recipe_20_HOM,0.27942067
marijuana,M,word2vec_recipe_20_HOM,0.30166864
pink,H,word2vec_recipe_20_HOM,0.48958588
perky,M,word2vec_recipe_20_HOM,0.33742234
society,P,word2vec_recipe_20_HOM,0.1856145
fearless,M,word2vec_recipe_20_HOM,0.22900413
lotion,P,word2vec_recipe_20_HOM,0.31391707
hoop,P,word2vec_recipe_20_HOM,0.33551833
cookie,P,word2vec_recipe_20_HOM,0.37913597
etiquette,M,word2vec_recipe_20_HOM,0.15606518
romantic,P,word2vec_recipe_20_HOM,0.25518256
square,P,word2vec_recipe_20_HOM,0.3279315
vibration,P,word2vec_recipe_20_HOM,0.14685477
isolate,P,word2vec_recipe_20_HOM,0.26092443
spacious,P,word2vec_recipe_20_HOM,0.25083897
toilet,P,word2vec_recipe_20_HOM,0.23338732
southwest,P,word2vec_recipe_20_HOM,0.29532382
corpse,M,word2vec_recipe_20_HOM,0.18299721
publisher,P,word2vec_recipe_20_HOM,0.16290687
accompany,P,word2vec_recipe_20_HOM,0.3882827
wildlife,M,word2vec_recipe_20_HOM,0.17474978
louse,P,word2vec_recipe_20_HOM,0.16730943
household,P,word2vec_recipe_20_HOM,0.26953351
lend,P,word2vec_recipe_20_HOM,0.28371003
despise,M,word2vec_recipe_20_HOM,0.10500291
attack,P,word2vec_recipe_20_HOM,0.31831107
cone,P,word2vec_recipe_20_HOM,0.33138505
rope,P,word2vec_recipe_20_HOM,0.32441944
agreement,P,word2vec_recipe_20_HOM,0.33578312
unable,M,word2vec_recipe_20_HOM,0.30706123
rainy,M,word2vec_recipe_20_HOM,0.34327847
