ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31658086,0.3923393,0.40653378,0.4976159,0.44300982,0.5295454
HYP*,0.30431092,0.4020968,0.42926204,0.55630136,0.4813039,0.5992001
M,0.2801474,0.33732063,0.3474468,0.40975177,0.37546128,0.4333243
P,0.30244485,0.3713338,0.38244152,0.45858586,0.41470754,0.48483452
