ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27909303,0.28832105,0.33887297,0.32575178,0.36155802,0.33765018
HOM*,0.3190304,0.34367928,0.39905462,0.39192703,0.42866203,0.40115795
M,0.18971558,0.19642888,0.22541282,0.22703432,0.24037926,0.23941664
P,0.24072494,0.2492459,0.28995907,0.28204304,0.30905062,0.2926907
