ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.2784301,0.2867221,0.33773336,0.32391828,0.36024427,0.33600438
HYP*,0.263838,0.31058908,0.3397608,0.3466697,0.3701004,0.35529426
M,0.20858182,0.22006692,0.25236267,0.2536654,0.27003795,0.26555616
P,0.24001442,0.24879727,0.28919193,0.2818838,0.30827498,0.29265156
