ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3163132,0.39254454,0.4065028,0.49948725,0.44319287,0.5316485
HYP*,0.28354037,0.39689645,0.42215168,0.55911535,0.47723076,0.6033445
M,0.28217515,0.34387687,0.35897765,0.43013185,0.39040127,0.45717758
P,0.30323035,0.37221292,0.3835642,0.46074167,0.41599697,0.487468
