word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_30_HOM,0.394778
pirate,P,word2vec_tiny_30_HOM,0.44658983
gasoline,M,word2vec_tiny_30_HOM,0.37948415
gopher,P,word2vec_tiny_30_HOM,0.35499078
substance,P,word2vec_tiny_30_HOM,0.32970393
strap,P,word2vec_tiny_30_HOM,0.4272778
pitch,H,word2vec_tiny_30_HOM,0.4779783
countdown,P,word2vec_tiny_30_HOM,0.32817528
pink,H,word2vec_tiny_30_HOM,0.45675144
perky,M,word2vec_tiny_30_HOM,0.3938141
fearless,M,word2vec_tiny_30_HOM,0.34549537
lotion,P,word2vec_tiny_30_HOM,0.46121925
annoy,P,word2vec_tiny_30_HOM,0.38147828
hoop,P,word2vec_tiny_30_HOM,0.44082603
doorman,M,word2vec_tiny_30_HOM,0.28435338
cookie,P,word2vec_tiny_30_HOM,0.3882428
romantic,P,word2vec_tiny_30_HOM,0.23747553
square,P,word2vec_tiny_30_HOM,0.4763705
vibration,P,word2vec_tiny_30_HOM,0.32135025
spacious,P,word2vec_tiny_30_HOM,0.35126194
toilet,P,word2vec_tiny_30_HOM,0.47302052
accompany,P,word2vec_tiny_30_HOM,0.31693557
wildlife,M,word2vec_tiny_30_HOM,0.36989293
speech,P,word2vec_tiny_30_HOM,0.38214415
household,P,word2vec_tiny_30_HOM,0.2647313
lend,P,word2vec_tiny_30_HOM,0.5286069
attack,P,word2vec_tiny_30_HOM,0.45173573
cone,P,word2vec_tiny_30_HOM,0.44663507
rope,P,word2vec_tiny_30_HOM,0.43212792
agreement,P,word2vec_tiny_30_HOM,0.45458797
unable,M,word2vec_tiny_30_HOM,0.4196238
gracious,P,word2vec_tiny_30_HOM,0.24748054
hind,H,word2vec_tiny_30_HOM,0.46343914
park,P,word2vec_tiny_30_HOM,0.5256138
detector,P,word2vec_tiny_30_HOM,0.35777417
distance,P,word2vec_tiny_30_HOM,0.44180164
drum,P,word2vec_tiny_30_HOM,0.40628177
accident,P,word2vec_tiny_30_HOM,0.57469404
moon,P,word2vec_tiny_30_HOM,0.43356416
restless,P,word2vec_tiny_30_HOM,0.46299398
reality,P,word2vec_tiny_30_HOM,0.37525547
equal,P,word2vec_tiny_30_HOM,0.4236994
buoy,P,word2vec_tiny_30_HOM,0.34869274
regain,P,word2vec_tiny_30_HOM,0.3163162
pudding,P,word2vec_tiny_30_HOM,0.28419736
wing,P,word2vec_tiny_30_HOM,0.5032165
greedy,P,word2vec_tiny_30_HOM,0.47959477
hoof,P,word2vec_tiny_30_HOM,0.47272095
poorly,P,word2vec_tiny_30_HOM,0.38766685
mink,P,word2vec_tiny_30_HOM,0.3467219
plumber,P,word2vec_tiny_30_HOM,0.4656562
toaster,H,word2vec_tiny_30_HOM,0.4577085
disposal,P,word2vec_tiny_30_HOM,0.19672945
pounce,P,word2vec_tiny_30_HOM,0.5172713
pleasant,P,word2vec_tiny_30_HOM,0.41353005
janitor,M,word2vec_tiny_30_HOM,0.3868168
selfish,P,word2vec_tiny_30_HOM,0.46931267
