ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31626824,0.39238504,0.40619314,0.4984103,0.44261065,0.53028333
HOM*,0.3148203,0.33983514,0.4246003,0.53742146,0.4789216,0.60670525
M,0.2831995,0.34498677,0.35795033,0.42806283,0.38870615,0.45367745
P,0.3021262,0.37096047,0.38203326,0.45834482,0.41422492,0.48468167
