ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27867332,0.28771028,0.33792347,0.3251383,0.3606217,0.337093
HOM*,0.40727082,0.38656333,0.47608775,0.41569093,0.49875295,0.41296136
M,0.20944506,0.22119023,0.25339928,0.25401366,0.27118245,0.26579836
P,0.24004887,0.24906187,0.28932467,0.2817584,0.3084452,0.29247215
