word,ambiguity_type,model,nbhd_mean_distance
lifelong,M,word2vec_tiny_50_HYP,0.37823296
pirate,P,word2vec_tiny_50_HYP,0.43590352
gasoline,M,word2vec_tiny_50_HYP,0.37072954
gopher,P,word2vec_tiny_50_HYP,0.33943635
substance,P,word2vec_tiny_50_HYP,0.332233
strap,P,word2vec_tiny_50_HYP,0.44751605
pitch,H,word2vec_tiny_50_HYP,0.4763257
countdown,P,word2vec_tiny_50_HYP,0.30342928
pink,H,word2vec_tiny_50_HYP,0.44750544
perky,M,word2vec_tiny_50_HYP,0.38918552
fearless,M,word2vec_tiny_50_HYP,0.34558252
lotion,P,word2vec_tiny_50_HYP,0.4600977
annoy,P,word2vec_tiny_50_HYP,0.38512623
hoop,P,word2vec_tiny_50_HYP,0.44565994
doorman,M,word2vec_tiny_50_HYP,0.2605555
cookie,P,word2vec_tiny_50_HYP,0.3769293
romantic,P,word2vec_tiny_50_HYP,0.2572825
square,P,word2vec_tiny_50_HYP,0.47383583
vibration,P,word2vec_tiny_50_HYP,0.32604036
spacious,P,word2vec_tiny_50_HYP,0.38048163
toilet,P,word2vec_tiny_50_HYP,0.46814764
accompany,P,word2vec_tiny_50_HYP,0.28607598
wildlife,M,word2vec_tiny_50_HYP,0.3622433
speech,P,word2vec_tiny_50_HYP,0.37290546
household,P,word2vec_tiny_50_HYP,0.25111172
lend,P,word2vec_tiny_50_HYP,0.5263016
attack,P,word2vec_tiny_50_HYP,0.44724938
cone,P,word2vec_tiny_50_HYP,0.4505552
rope,P,word2vec_tiny_50_HYP,0.42985335
agreement,P,word2vec_tiny_50_HYP,0.4567415
unable,M,word2vec_tiny_50_HYP,0.4121377
gracious,P,word2vec_tiny_50_HYP,0.26832297
hind,H,word2vec_tiny_50_HYP,0.46016943
park,P,word2vec_tiny_50_HYP,0.5258301
detector,P,word2vec_tiny_50_HYP,0.3587818
distance,P,word2vec_tiny_50_HYP,0.44695053
drum,P,word2vec_tiny_50_HYP,0.40511483
accident,P,word2vec_tiny_50_HYP,0.57058895
moon,P,word2vec_tiny_50_HYP,0.44168517
restless,P,word2vec_tiny_50_HYP,0.45475447
reality,P,word2vec_tiny_50_HYP,0.36168545
equal,P,word2vec_tiny_50_HYP,0.42886028
buoy,P,word2vec_tiny_50_HYP,0.34943822
regain,P,word2vec_tiny_50_HYP,0.30396155
pudding,P,word2vec_tiny_50_HYP,0.27833274
wing,P,word2vec_tiny_50_HYP,0.50052553
greedy,P,word2vec_tiny_50_HYP,0.48240483
hoof,P,word2vec_tiny_50_HYP,0.4634275
poorly,P,word2vec_tiny_50_HYP,0.39410588
mink,P,word2vec_tiny_50_HYP,0.33481738
plumber,P,word2vec_tiny_50_HYP,0.4579702
toaster,H,word2vec_tiny_50_HYP,0.4519429
disposal,P,word2vec_tiny_50_HYP,0.21979153
pounce,P,word2vec_tiny_50_HYP,0.5124846
pleasant,P,word2vec_tiny_50_HYP,0.4100763
janitor,M,word2vec_tiny_50_HYP,0.39772233
selfish,P,word2vec_tiny_50_HYP,0.46928537
cloak,P,word2vec_tiny_50_HYP,0.4289247
honor,P,word2vec_tiny_50_HYP,0.33525544
continue,P,word2vec_tiny_50_HYP,0.4929613
fright,P,word2vec_tiny_50_HYP,0.31218785
panic,P,word2vec_tiny_50_HYP,0.5166585
joker,P,word2vec_tiny_50_HYP,0.40048072
bug,P,word2vec_tiny_50_HYP,0.41418427
plaster,P,word2vec_tiny_50_HYP,0.3529618
poise,P,word2vec_tiny_50_HYP,0.24456868
territory,P,word2vec_tiny_50_HYP,0.39071694
infection,P,word2vec_tiny_50_HYP,0.38372067
selective,P,word2vec_tiny_50_HYP,0.18379599
heater,P,word2vec_tiny_50_HYP,0.47635296
tailor,P,word2vec_tiny_50_HYP,0.3917727
confront,P,word2vec_tiny_50_HYP,0.32958832
folder,P,word2vec_tiny_50_HYP,0.3904885
various,P,word2vec_tiny_50_HYP,0.38398752
green,P,word2vec_tiny_50_HYP,0.4904382
sweaty,P,word2vec_tiny_50_HYP,0.5340979
drip,P,word2vec_tiny_50_HYP,0.44951856
horseback,P,word2vec_tiny_50_HYP,0.35988286
angle,H,word2vec_tiny_50_HYP,0.41533935
burp,P,word2vec_tiny_50_HYP,0.3916035
crook,P,word2vec_tiny_50_HYP,0.33040005
rosary,P,word2vec_tiny_50_HYP,0.23465873
newborn,P,word2vec_tiny_50_HYP,0.28453586
grenade,P,word2vec_tiny_50_HYP,0.3823983
frisky,M,word2vec_tiny_50_HYP,0.33914843
goose,P,word2vec_tiny_50_HYP,0.39600563
lag,P,word2vec_tiny_50_HYP,0.21148445
anger,P,word2vec_tiny_50_HYP,0.38146618
burner,P,word2vec_tiny_50_HYP,0.33183464
terrain,M,word2vec_tiny_50_HYP,0.35637406
mercy,P,word2vec_tiny_50_HYP,0.4140408
shrimp,P,word2vec_tiny_50_HYP,0.356043
ski,P,word2vec_tiny_50_HYP,0.40877876
stack,P,word2vec_tiny_50_HYP,0.4750437
definition,P,word2vec_tiny_50_HYP,0.3348107
elephant,M,word2vec_tiny_50_HYP,0.3148228
injury,P,word2vec_tiny_50_HYP,0.30214238
computer,P,word2vec_tiny_50_HYP,0.4174908
misty,P,word2vec_tiny_50_HYP,0.43358478
electrical,M,word2vec_tiny_50_HYP,0.2807604
birthday,M,word2vec_tiny_50_HYP,0.49783766
haunt,P,word2vec_tiny_50_HYP,0.29233426
pavement,P,word2vec_tiny_50_HYP,0.47685146
airfield,M,word2vec_tiny_50_HYP,0.3202846
unsure,P,word2vec_tiny_50_HYP,0.44223258
