ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27889267,0.2876768,0.3383504,0.32613,0.36100963,0.33712593
HYP*,0.29400858,0.3300733,0.37517467,0.37929803,0.40585312,0.39262238
M,0.20582971,0.21667962,0.2482307,0.24903888,0.26551837,0.26083627
P,0.24008572,0.24891023,0.28937674,0.2819712,0.30848485,0.2926229
