ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27819705,0.28823766,0.33748254,0.32495615,0.3600734,0.33688983
HYP*,0.25844395,0.31619686,0.35255587,0.36817813,0.38643473,0.37996134
M,0.2079248,0.21945414,0.25217998,0.2532316,0.27002636,0.26515934
P,0.2399912,0.24857645,0.28920954,0.28130862,0.3082915,0.29206493
