ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31676865,0.39145622,0.40706486,0.49902332,0.44372275,0.5315089
HOM*,0.37999317,0.44483852,0.47313625,0.5631534,0.5159773,0.62734294
M,0.28361347,0.3444107,0.3582571,0.42814007,0.38917375,0.45468011
P,0.30280787,0.3718842,0.38300365,0.45997545,0.41535592,0.48649246
