ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.27887657,0.28724116,0.3386798,0.3261801,0.3615001,0.33853728
HYP*,0.24629231,0.3052917,0.34936142,0.372966,0.3859286,0.387839
M,0.20860551,0.22083326,0.2530388,0.2538689,0.27085307,0.26572922
P,0.24021378,0.2487913,0.289623,0.28205746,0.3087639,0.29277548
