word,ambiguity_type,model,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
keg,P,word2vec_recipe_30_HYP_HALF,0.2070001,0.266958,0.25732732,0.3267172,0.27898505,0.3461026
aristocrat,P,word2vec_recipe_30_HYP_HALF,0.15298235,0.1906672,0.17818256,0.21228638,0.18790744,0.21681488
novelty,P,word2vec_recipe_30_HYP_HALF,0.14847223,0.17790768,0.18497854,0.22857986,0.20000575,0.24363
pirate,P,word2vec_recipe_30_HYP_HALF,0.2056659,0.19830643,0.23694107,0.23384717,0.2496539,0.24937321
gasoline,M,word2vec_recipe_30_HYP_HALF,0.12543197,0.12947017,0.1464126,0.14792244,0.15566786,0.16083442
fringe,P,word2vec_recipe_30_HYP_HALF,0.19004358,0.21250956,0.22717737,0.24741124,0.24679145,0.27452055
corral,P,word2vec_recipe_30_HYP_HALF,0.29895133,0.23134491,0.3304377,0.25465176,0.34232655,0.26039422
gopher,P,word2vec_recipe_30_HYP_HALF,0.20289257,0.20816654,0.23082739,0.23191155,0.2416729,0.24840981
substance,P,word2vec_recipe_30_HYP_HALF,0.29790527,0.3317101,0.3505307,0.33881262,0.37049496,0.34539193
flannel,P,word2vec_recipe_30_HYP_HALF,0.33353746,0.21994,0.37468824,0.23609191,0.38885322,0.24453521
strap,P,word2vec_recipe_30_HYP_HALF,0.24670494,0.21681221,0.29579106,0.25106803,0.31844822,0.28514102
courtesy,P,word2vec_recipe_30_HYP_HALF,0.28809625,0.2482301,0.33455983,0.23773679,0.35129884,0.24765515
pitch,H,word2vec_recipe_30_HYP_HALF,0.34912047,0.32999596,0.40306342,0.3726422,0.4239254,0.37338424
countdown,P,word2vec_recipe_30_HYP_HALF,0.28949216,0.26356456,0.32394922,0.27510634,0.3357393,0.28558466
fiend,P,word2vec_recipe_30_HYP_HALF,0.16717312,0.13218977,0.1935668,0.14664881,0.20431827,0.15371127
generic,P,word2vec_recipe_30_HYP_HALF,0.23954663,0.22158168,0.27792016,0.2380239,0.29314554,0.23955324
marijuana,M,word2vec_recipe_30_HYP_HALF,0.24914284,0.3084098,0.28828013,0.34621802,0.30270344,0.36232433
pink,H,word2vec_recipe_30_HYP_HALF,0.3687208,0.43240714,0.4881084,0.5213696,0.52735174,0.5324733
perky,M,word2vec_recipe_30_HYP_HALF,0.2813812,0.25330293,0.32144916,0.26882064,0.33575135,0.27032182
society,P,word2vec_recipe_30_HYP_HALF,0.14646548,0.14833006,0.17278248,0.16710824,0.18369007,0.17938438
fearless,M,word2vec_recipe_30_HYP_HALF,0.17795567,0.16996102,0.20193538,0.18325733,0.2113323,0.19042495
lotion,P,word2vec_recipe_30_HYP_HALF,0.25169143,0.25872242,0.30406168,0.3062036,0.33008626,0.32137856
hoop,P,word2vec_recipe_30_HYP_HALF,0.28688133,0.2646659,0.31987092,0.27125016,0.33525974,0.29395434
cookie,P,word2vec_recipe_30_HYP_HALF,0.3111238,0.30229178,0.372227,0.3478272,0.39812773,0.38099107
etiquette,M,word2vec_recipe_30_HYP_HALF,0.11572069,0.13510007,0.13591048,0.15188129,0.14488722,0.16558585
