ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.31744012,0.39370102,0.40767372,0.4995166,0.44422433,0.53188324
HOM*,0.3933391,0.4815096,0.4970385,0.61148703,0.5383228,0.6369134
M,0.28096715,0.34058106,0.35128438,0.4176853,0.38051784,0.44228184
P,0.30322427,0.37223664,0.3833337,0.4599414,0.41567618,0.48663518
