ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3157498,0.39176452,0.40548447,0.497815,0.4418998,0.529203
HYP*,0.27175096,0.3884868,0.41347724,0.54905814,0.46772185,0.5925439
M,0.28290474,0.34413373,0.3579666,0.42793933,0.38892317,0.45433164
P,0.30202767,0.37079582,0.38213468,0.45873165,0.41445106,0.4855324
