ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.277728,0.2847761,0.33708403,0.32377785,0.35977653,0.33600026
HOM*,0.30742925,0.34516212,0.39360693,0.38441053,0.4235824,0.38898823
M,0.20778938,0.22077467,0.25208506,0.2533108,0.26993862,0.26502216
P,0.23967731,0.24839862,0.2888668,0.28116634,0.30793342,0.29185903
