ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3160985,0.39107177,0.40615144,0.4978196,0.44253743,0.52902406
HOM*,0.36808914,0.46287984,0.4834736,0.5930478,0.5258763,0.6170562
M,0.28359377,0.34498012,0.35907206,0.42891464,0.39011458,0.45502236
P,0.30241612,0.37130633,0.38240778,0.4589705,0.41459844,0.48493844
