ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.3166892,0.39355206,0.40708804,0.4997176,0.4437621,0.5317677
HYP*,0.29882145,0.40539265,0.42262635,0.555065,0.47310153,0.5976064
M,0.28238836,0.3425251,0.35511202,0.42353255,0.38524643,0.44935188
P,0.3031738,0.372355,0.38349032,0.46036795,0.41585007,0.4870806
