ambiguity_type,nbhd_dist_20,nbhd_pairdist_20,nbhd_dist_100,nbhd_pairdist_100,nbhd_dist_200,nbhd_pairdist_200
H,0.317173,0.39346477,0.40773144,0.5009511,0.44439167,0.53294903
HYP*,0.22865601,0.34025618,0.3720071,0.508929,0.43534774,0.57596445
M,0.28356075,0.34511918,0.358331,0.42830437,0.38916403,0.45507497
P,0.30240297,0.37126175,0.3825912,0.45912963,0.41496193,0.48636594
